Touch Area (mm²),Pressure (force),Age Group
634,3.23,Adult
583,2.98,Adult
478,2.36,Adult
238,1.2,Teen
624,3.02,Adult
643,3.2,Adult
251,1.16,Teen
581,2.88,Adult
88,0.39,Child
605,3.08,Adult
234,1.1,Teen
290,1.4,Teen
121,0.62,Child
125,0.63,Child
532,2.64,Adult
83,0.36,Child
524,2.58,Adult
267,1.3,Teen
325,1.67,Teen
72,0.35,Child
234,1.11,Teen
266,1.39,Teen
247,1.14,Teen
309,1.56,Teen
548,2.78,Adult
596,3.11,Adult
464,2.21,Adult
303,1.61,Teen
91,0.41,Child
579,3.02,Adult
614,3.04,Adult
78,0.36,Child
523,2.74,Adult
276,1.29,Teen
283,1.48,Teen
493,2.46,Adult
126,0.56,Child
328,1.75,Teen
254,1.36,Teen
129,0.58,Child
254,1.39,Teen
558,2.91,Adult
80,0.39,Child
634,3.29,Adult
285,1.54,Teen
460,2.26,Adult
505,2.53,Adult
136,0.62,Child
303,1.53,Teen
313,1.57,Teen
317,1.51,Teen
325,1.71,Teen
286,1.33,Teen
292,1.42,Teen
123,0.61,Child
633,3.22,Adult
110,0.48,Child
311,1.54,Teen
103,0.46,Child
138,0.64,Child
496,2.41,Adult
76,0.35,Child
635,3.14,Adult
104,0.47,Child
79,0.43,Child
594,2.85,Adult
639,3.13,Adult
465,2.43,Adult
92,0.45,Child
245,1.32,Teen
558,2.76,Adult
496,2.51,Adult
506,2.51,Adult
84,0.39,Child
85,0.44,Child
125,0.61,Child
106,0.49,Child
479,2.38,Adult
281,1.46,Teen
101,0.44,Child
237,1.1,Teen
273,1.27,Teen
275,1.38,Teen
126,0.67,Child
123,0.55,Child
626,3.0,Adult
113,0.48,Child
272,1.32,Teen
282,1.28,Teen
123,0.62,Child
450,2.3,Adult
301,1.58,Teen
114,0.52,Child
474,2.36,Adult
246,1.29,Teen
603,3.15,Adult
89,0.5,Child
127,0.61,Child
95,0.54,Child
121,0.54,Child
294,1.59,Teen
485,2.38,Adult
288,1.48,Teen
120,0.6,Child
553,2.7,Adult
576,2.89,Adult
291,1.33,Teen
638,3.15,Adult
495,2.53,Adult
81,0.36,Child
85,0.37,Child
309,1.49,Teen
524,2.55,Adult
90,0.39,Child
638,3.05,Adult
526,2.72,Adult
293,1.58,Teen
456,2.2,Adult
77,0.44,Child
597,2.91,Adult
602,3.07,Adult
554,2.72,Adult
327,1.54,Teen
313,1.48,Teen
286,1.4,Teen
561,2.76,Adult
122,0.56,Child
238,1.13,Teen
323,1.53,Teen
119,0.52,Child
272,1.3,Teen
265,1.25,Teen
126,0.69,Child
305,1.38,Teen
318,1.44,Teen
607,3.18,Adult
92,0.48,Child
131,0.73,Child
509,2.45,Adult
120,0.58,Child
82,0.47,Child
623,3.05,Adult
609,2.92,Adult
578,2.76,Adult
127,0.57,Child
307,1.59,Teen
79,0.42,Child
125,0.64,Child
95,0.5,Child
84,0.44,Child
135,0.75,Child
526,2.7,Adult
95,0.44,Child
475,2.46,Adult
119,0.54,Child
491,2.44,Adult
136,0.64,Child
134,0.73,Child
284,1.49,Teen
307,1.38,Teen
557,2.85,Adult
286,1.52,Teen
509,2.57,Adult
538,2.59,Adult
239,1.25,Teen
297,1.47,Teen
518,2.69,Adult
100,0.44,Child
455,2.2,Adult
260,1.18,Teen
127,0.6,Child
93,0.46,Child
328,1.74,Teen
514,2.61,Adult
136,0.73,Child
234,1.22,Teen
264,1.35,Teen
115,0.58,Child
272,1.42,Teen
301,1.42,Teen
296,1.37,Teen
263,1.36,Teen
264,1.26,Teen
78,0.4,Child
503,2.43,Adult
76,0.36,Child
86,0.37,Child
613,3.1,Adult
253,1.22,Teen
621,3.17,Adult
479,2.28,Adult
636,3.28,Adult
230,1.2,Teen
102,0.56,Child
239,1.3,Teen
501,2.42,Adult
322,1.52,Teen
96,0.53,Child
467,2.25,Adult
74,0.35,Child
99,0.54,Child
117,0.62,Child
298,1.44,Teen
465,2.27,Adult
76,0.35,Child
106,0.59,Child
316,1.71,Teen
109,0.58,Child
486,2.47,Adult
470,2.39,Adult
457,2.26,Adult
73,0.35,Child
503,2.49,Adult
289,1.53,Teen
80,0.41,Child
268,1.25,Teen
306,1.59,Teen
131,0.71,Child
532,2.58,Adult
118,0.59,Child
257,1.22,Teen
324,1.74,Teen
496,2.49,Adult
296,1.48,Teen
650,3.27,Adult
563,2.82,Adult
292,1.35,Teen
77,0.35,Child
646,3.26,Adult
614,2.99,Adult
270,1.48,Teen
553,2.9,Adult
620,3.15,Adult
117,0.6,Child
256,1.22,Teen
261,1.42,Teen
602,3.11,Adult
327,1.73,Teen
624,3.19,Adult
520,2.49,Adult
630,3.19,Adult
126,0.61,Child
589,2.9,Adult
92,0.49,Child
245,1.3,Teen
478,2.49,Adult
278,1.52,Teen
268,1.29,Teen
317,1.43,Teen
73,0.37,Child
113,0.57,Child
325,1.68,Teen
612,3.16,Adult
609,2.97,Adult
128,0.57,Child
90,0.51,Child
328,1.75,Teen
504,2.46,Adult
117,0.6,Child
317,1.57,Teen
263,1.33,Teen
240,1.18,Teen
133,0.68,Child
96,0.46,Child
329,1.75,Teen
122,0.61,Child
234,1.13,Teen
453,2.34,Adult
287,1.57,Teen
581,2.89,Adult
118,0.66,Child
639,3.14,Adult
581,2.77,Adult
109,0.6,Child
238,1.1,Teen
513,2.58,Adult
647,3.11,Adult
531,2.6,Adult
520,2.64,Adult
451,2.29,Adult
514,2.66,Adult
238,1.16,Teen
623,3.24,Adult
83,0.4,Child
231,1.12,Teen
267,1.39,Teen
638,3.2,Adult
458,2.25,Adult
298,1.36,Teen
299,1.51,Teen
281,1.33,Teen
107,0.53,Child
588,2.79,Adult
329,1.55,Teen
466,2.22,Adult
592,2.94,Adult
135,0.75,Child
257,1.39,Teen
242,1.28,Teen
82,0.4,Child
488,2.36,Adult
511,2.57,Adult
136,0.65,Child
88,0.5,Child
648,3.3,Adult
84,0.41,Child
135,0.73,Child
540,2.81,Adult
450,2.21,Adult
280,1.31,Teen
291,1.56,Teen
138,0.63,Child
304,1.54,Teen
97,0.44,Child
453,2.38,Adult
534,2.6,Adult
589,2.98,Adult
112,0.62,Child
249,1.33,Teen
455,2.27,Adult
128,0.58,Child
140,0.7,Child
323,1.57,Teen
566,2.96,Adult
109,0.57,Child
139,0.75,Child
83,0.47,Child
262,1.24,Teen
620,3.08,Adult
314,1.44,Teen
328,1.74,Teen
233,1.2,Teen
127,0.56,Child
311,1.69,Teen
248,1.12,Teen
593,3.02,Adult
255,1.21,Teen
129,0.68,Child
72,0.35,Child
70,0.35,Child
85,0.42,Child
621,3.15,Adult
121,0.61,Child
239,1.28,Teen
452,2.22,Adult
558,2.77,Adult
273,1.31,Teen
463,2.2,Adult
132,0.61,Child
91,0.48,Child
80,0.37,Child
254,1.37,Teen
582,3.01,Adult
594,2.9,Adult
231,1.26,Teen
644,3.3,Adult
490,2.38,Adult
279,1.48,Teen
605,3.01,Adult
507,2.64,Adult
617,3.02,Adult
249,1.36,Teen
572,2.92,Adult
236,1.16,Teen
274,1.34,Teen
537,2.79,Adult
508,2.5,Adult
131,0.7,Child
320,1.47,Teen
117,0.62,Child
254,1.33,Teen
546,2.63,Adult
269,1.29,Teen
264,1.41,Teen
615,2.96,Adult
130,0.61,Child
94,0.44,Child
607,3.08,Adult
552,2.88,Adult
140,0.75,Child
516,2.54,Adult
646,3.21,Adult
238,1.2,Teen
521,2.57,Adult
286,1.47,Teen
244,1.29,Teen
308,1.48,Teen
595,2.87,Adult
255,1.2,Teen
274,1.35,Teen
471,2.46,Adult
278,1.42,Teen
582,3.01,Adult
249,1.3,Teen
230,1.15,Teen
101,0.43,Child
99,0.46,Child
586,2.85,Adult
110,0.53,Child
516,2.47,Adult
297,1.38,Teen
510,2.46,Adult
132,0.64,Child
325,1.63,Teen
236,1.16,Teen
267,1.27,Teen
241,1.21,Teen
587,3.02,Adult
277,1.36,Teen
641,3.26,Adult
305,1.54,Teen
271,1.31,Teen
85,0.44,Child
81,0.35,Child
107,0.55,Child
299,1.42,Teen
492,2.4,Adult
548,2.63,Adult
495,2.35,Adult
637,3.21,Adult
327,1.68,Teen
251,1.35,Teen
120,0.56,Child
282,1.3,Teen
72,0.4,Child
317,1.72,Teen
285,1.32,Teen
139,0.73,Child
90,0.47,Child
276,1.3,Teen
316,1.48,Teen
259,1.23,Teen
133,0.75,Child
112,0.57,Child
280,1.3,Teen
122,0.53,Child
630,3.03,Adult
466,2.25,Adult
268,1.25,Teen
79,0.38,Child
132,0.64,Child
633,3.03,Adult
514,2.61,Adult
118,0.62,Child
483,2.31,Adult
451,2.2,Adult
638,3.3,Adult
631,3.15,Adult
591,3.06,Adult
527,2.68,Adult
288,1.49,Teen
136,0.66,Child
117,0.64,Child
452,2.36,Adult
268,1.39,Teen
314,1.57,Teen
603,3.08,Adult
93,0.41,Child
129,0.61,Child
276,1.39,Teen
325,1.73,Teen
75,0.39,Child
562,2.91,Adult
280,1.42,Teen
486,2.32,Adult
113,0.61,Child
328,1.75,Teen
600,2.85,Adult
124,0.54,Child
311,1.62,Teen
481,2.46,Adult
263,1.29,Teen
516,2.52,Adult
556,2.78,Adult
518,2.66,Adult
292,1.31,Teen
592,2.93,Adult
289,1.55,Teen
635,3.3,Adult
648,3.19,Adult
616,3.23,Adult
543,2.78,Adult
539,2.57,Adult
121,0.61,Child
618,3.17,Adult
237,1.16,Teen
288,1.5,Teen
124,0.7,Child
257,1.3,Teen
325,1.61,Teen
571,2.93,Adult
288,1.36,Teen
82,0.45,Child
610,3.04,Adult
575,2.92,Adult
236,1.13,Teen
87,0.4,Child
482,2.4,Adult
611,2.94,Adult
260,1.41,Teen
121,0.52,Child
127,0.55,Child
528,2.66,Adult
292,1.53,Teen
90,0.46,Child
469,2.35,Adult
502,2.51,Adult
498,2.55,Adult
470,2.46,Adult
311,1.53,Teen
614,3.02,Adult
97,0.43,Child
289,1.36,Teen
628,3.24,Adult
587,2.82,Adult
267,1.43,Teen
298,1.54,Teen
89,0.4,Child
111,0.64,Child
118,0.54,Child
541,2.76,Adult
471,2.29,Adult
292,1.48,Teen
79,0.36,Child
131,0.62,Child
491,2.42,Adult
129,0.69,Child
120,0.67,Child
114,0.57,Child
303,1.54,Teen
561,2.94,Adult
612,3.05,Adult
486,2.49,Adult
245,1.23,Teen
113,0.58,Child
250,1.37,Teen
104,0.53,Child
129,0.62,Child
94,0.48,Child
91,0.42,Child
323,1.75,Teen
613,3.04,Adult
129,0.72,Child
78,0.4,Child
486,2.45,Adult
627,3.09,Adult
613,2.96,Adult
250,1.37,Teen
600,2.97,Adult
294,1.39,Teen
315,1.53,Teen
306,1.57,Teen
246,1.16,Teen
72,0.37,Child
103,0.52,Child
104,0.44,Child
132,0.74,Child
73,0.35,Child
76,0.35,Child
299,1.46,Teen
628,3.12,Adult
466,2.4,Adult
602,3.07,Adult
140,0.72,Child
110,0.54,Child
92,0.52,Child
279,1.5,Teen
70,0.39,Child
497,2.36,Adult
82,0.36,Child
242,1.16,Teen
276,1.36,Teen
575,2.92,Adult
547,2.61,Adult
272,1.41,Teen
622,3.26,Adult
252,1.18,Teen
252,1.27,Teen
118,0.54,Child
536,2.8,Adult
248,1.35,Teen
263,1.21,Teen
322,1.55,Teen
70,0.35,Child
273,1.47,Teen
626,3.05,Adult
633,3.07,Adult
271,1.44,Teen
536,2.76,Adult
271,1.32,Teen
117,0.62,Child
609,3.17,Adult
86,0.38,Child
260,1.31,Teen
77,0.35,Child
642,3.06,Adult
108,0.61,Child
91,0.42,Child
603,2.96,Adult
559,2.82,Adult
112,0.55,Child
77,0.38,Child
580,2.99,Adult
310,1.4,Teen
272,1.37,Teen
263,1.26,Teen
131,0.68,Child
134,0.71,Child
454,2.26,Adult
266,1.46,Teen
460,2.36,Adult
99,0.48,Child
499,2.44,Adult
261,1.39,Teen
318,1.45,Teen
285,1.32,Teen
261,1.26,Teen
589,2.84,Adult
137,0.75,Child
78,0.39,Child
489,2.39,Adult
560,2.74,Adult
503,2.46,Adult
253,1.27,Teen
525,2.72,Adult
631,3.08,Adult
529,2.73,Adult
569,2.99,Adult
288,1.34,Teen
549,2.84,Adult
512,2.57,Adult
302,1.55,Teen
295,1.6,Teen
618,2.95,Adult
526,2.56,Adult
255,1.36,Teen
603,3.16,Adult
231,1.2,Teen
315,1.67,Teen
464,2.43,Adult
578,2.95,Adult
109,0.55,Child
315,1.55,Teen
462,2.37,Adult
299,1.58,Teen
243,1.18,Teen
252,1.26,Teen
94,0.52,Child
317,1.48,Teen
239,1.12,Teen
640,3.3,Adult
238,1.25,Teen
451,2.26,Adult
112,0.5,Child
95,0.43,Child
98,0.45,Child
81,0.35,Child
643,3.23,Adult
134,0.67,Child
108,0.46,Child
77,0.35,Child
88,0.42,Child
123,0.61,Child
125,0.66,Child
517,2.51,Adult
302,1.6,Teen
593,2.94,Adult
272,1.48,Teen
325,1.75,Teen
231,1.1,Teen
117,0.51,Child
312,1.64,Teen
266,1.35,Teen
320,1.72,Teen
500,2.56,Adult
567,2.85,Adult
527,2.75,Adult
236,1.11,Teen
122,0.57,Child
279,1.43,Teen
114,0.55,Child
621,3.08,Adult
496,2.43,Adult
96,0.49,Child
324,1.61,Teen
624,3.09,Adult
241,1.29,Teen
262,1.34,Teen
117,0.61,Child
251,1.29,Teen
281,1.44,Teen
78,0.44,Child
139,0.75,Child
90,0.4,Child
308,1.57,Teen
303,1.47,Teen
118,0.55,Child
306,1.49,Teen
500,2.43,Adult
317,1.48,Teen
234,1.28,Teen
114,0.61,Child
117,0.5,Child
114,0.65,Child
70,0.35,Child
116,0.56,Child
128,0.69,Child
280,1.29,Teen
78,0.37,Child
571,2.77,Adult
272,1.34,Teen
640,3.27,Adult
275,1.39,Teen
514,2.55,Adult
322,1.63,Teen
455,2.3,Adult
91,0.41,Child
596,2.93,Adult
311,1.57,Teen
138,0.75,Child
649,3.18,Adult
466,2.41,Adult
121,0.53,Child
287,1.49,Teen
304,1.45,Teen
107,0.55,Child
79,0.38,Child
244,1.11,Teen
648,3.21,Adult
120,0.61,Child
241,1.29,Teen
501,2.42,Adult
105,0.55,Child
592,3.08,Adult
127,0.65,Child
274,1.46,Teen
307,1.43,Teen
236,1.1,Teen
261,1.2,Teen
324,1.75,Teen
529,2.56,Adult
319,1.57,Teen
278,1.52,Teen
500,2.5,Adult
568,2.73,Adult
546,2.86,Adult
564,2.83,Adult
291,1.35,Teen
261,1.38,Teen
539,2.66,Adult
94,0.49,Child
110,0.51,Child
584,3.06,Adult
327,1.52,Teen
116,0.54,Child
100,0.43,Child
235,1.26,Teen
546,2.72,Adult
559,2.68,Adult
526,2.52,Adult
578,2.89,Adult
293,1.45,Teen
484,2.46,Adult
290,1.36,Teen
634,3.09,Adult
278,1.44,Teen
76,0.43,Child
116,0.49,Child
277,1.51,Teen
578,3.01,Adult
140,0.71,Child
117,0.51,Child
605,2.92,Adult
540,2.72,Adult
278,1.41,Teen
97,0.49,Child
450,2.3,Adult
641,3.23,Adult
249,1.16,Teen
266,1.33,Teen
602,2.98,Adult
279,1.4,Teen
121,0.55,Child
88,0.39,Child
99,0.57,Child
98,0.46,Child
321,1.75,Teen
592,3.08,Adult
136,0.66,Child
291,1.5,Teen
116,0.64,Child
116,0.56,Child
635,3.21,Adult
302,1.39,Teen
276,1.42,Teen
125,0.68,Child
125,0.57,Child
320,1.45,Teen
628,3.26,Adult
134,0.69,Child
641,3.29,Adult
325,1.59,Teen
106,0.59,Child
305,1.46,Teen
518,2.67,Adult
247,1.22,Teen
306,1.46,Teen
248,1.19,Teen
268,1.26,Teen
498,2.42,Adult
133,0.61,Child
328,1.56,Teen
456,2.34,Adult
70,0.35,Child
313,1.69,Teen
528,2.58,Adult
124,0.56,Child
237,1.24,Teen
305,1.57,Teen
582,2.89,Adult
534,2.7,Adult
126,0.57,Child
129,0.69,Child
576,2.89,Adult
636,3.3,Adult
111,0.48,Child
318,1.6,Teen
108,0.51,Child
463,2.37,Adult
496,2.53,Adult
626,3.0,Adult
285,1.56,Teen
75,0.36,Child
271,1.48,Teen
646,3.3,Adult
240,1.27,Teen
126,0.63,Child
493,2.5,Adult
128,0.56,Child
591,2.84,Adult
324,1.49,Teen
129,0.58,Child
480,2.47,Adult
547,2.64,Adult
284,1.53,Teen
591,2.96,Adult
319,1.45,Teen
83,0.45,Child
524,2.56,Adult
520,2.51,Adult
277,1.38,Teen
82,0.46,Child
278,1.36,Teen
272,1.44,Teen
559,2.82,Adult
256,1.27,Teen
605,3.12,Adult
99,0.46,Child
276,1.37,Teen
114,0.62,Child
543,2.72,Adult
115,0.49,Child
240,1.27,Teen
243,1.3,Teen
239,1.29,Teen
140,0.75,Child
588,2.88,Adult
474,2.46,Adult
508,2.64,Adult
641,3.3,Adult
274,1.32,Teen
544,2.78,Adult
563,2.82,Adult
97,0.45,Child
592,3.08,Adult
93,0.44,Child
111,0.53,Child
133,0.59,Child
315,1.67,Teen
564,2.88,Adult
647,3.3,Adult
92,0.43,Child
520,2.54,Adult
643,3.07,Adult
522,2.57,Adult
253,1.27,Teen
130,0.61,Child
251,1.37,Teen
609,3.12,Adult
235,1.21,Teen
112,0.62,Child
583,2.83,Adult
271,1.34,Teen
107,0.59,Child
618,3.13,Adult
249,1.32,Teen
622,3.07,Adult
234,1.14,Teen
302,1.51,Teen
570,2.86,Adult
128,0.63,Child
645,3.26,Adult
491,2.39,Adult
514,2.61,Adult
482,2.48,Adult
620,3.03,Adult
283,1.55,Teen
77,0.4,Child
456,2.31,Adult
83,0.39,Child
597,2.99,Adult
578,3.01,Adult
483,2.4,Adult
642,3.08,Adult
572,2.88,Adult
125,0.61,Child
261,1.35,Teen
485,2.51,Adult
567,2.72,Adult
111,0.55,Child
279,1.48,Teen
484,2.44,Adult
641,3.07,Adult
289,1.58,Teen
264,1.41,Teen
120,0.57,Child
269,1.47,Teen
563,2.77,Adult
86,0.38,Child
621,3.0,Adult
84,0.46,Child
263,1.2,Teen
108,0.48,Child
82,0.36,Child
320,1.69,Teen
78,0.36,Child
457,2.33,Adult
88,0.47,Child
237,1.13,Teen
231,1.2,Teen
136,0.7,Child
616,3.04,Adult
509,2.54,Adult
517,2.5,Adult
88,0.38,Child
85,0.38,Child
241,1.3,Teen
471,2.36,Adult
271,1.46,Teen
281,1.3,Teen
119,0.58,Child
71,0.35,Child
304,1.55,Teen
135,0.71,Child
113,0.53,Child
230,1.1,Teen
298,1.55,Teen
613,2.96,Adult
105,0.45,Child
135,0.69,Child
505,2.42,Adult
509,2.58,Adult
457,2.23,Adult
489,2.45,Adult
298,1.49,Teen
124,0.7,Child
124,0.53,Child
83,0.36,Child
93,0.46,Child
563,2.73,Adult
117,0.64,Child
78,0.35,Child
102,0.53,Child
268,1.4,Teen
128,0.57,Child
489,2.48,Adult
567,2.79,Adult
267,1.21,Teen
549,2.7,Adult
580,2.89,Adult
266,1.22,Teen
583,2.89,Adult
622,3.05,Adult
265,1.33,Teen
295,1.39,Teen
283,1.36,Teen
540,2.8,Adult
256,1.28,Teen
267,1.33,Teen
526,2.66,Adult
120,0.66,Child
133,0.67,Child
627,3.07,Adult
117,0.53,Child
246,1.17,Teen
251,1.3,Teen
123,0.53,Child
131,0.62,Child
83,0.36,Child
558,2.66,Adult
112,0.53,Child
249,1.34,Teen
465,2.34,Adult
308,1.4,Teen
474,2.31,Adult
118,0.67,Child
294,1.51,Teen
242,1.13,Teen
578,2.84,Adult
116,0.55,Child
307,1.53,Teen
236,1.23,Teen
101,0.45,Child
323,1.56,Teen
137,0.71,Child
87,0.46,Child
117,0.52,Child
97,0.42,Child
87,0.41,Child
627,3.12,Adult
473,2.4,Adult
476,2.43,Adult
317,1.54,Teen
137,0.65,Child
132,0.6,Child
304,1.53,Teen
100,0.56,Child
109,0.52,Child
84,0.41,Child
563,2.79,Adult
312,1.68,Teen
485,2.52,Adult
493,2.56,Adult
502,2.6,Adult
233,1.25,Teen
87,0.45,Child
479,2.32,Adult
93,0.53,Child
327,1.48,Teen
596,2.88,Adult
105,0.5,Child
323,1.47,Teen
637,3.12,Adult
260,1.2,Teen
96,0.55,Child
96,0.41,Child
616,2.99,Adult
538,2.78,Adult
649,3.3,Adult
514,2.51,Adult
241,1.3,Teen
121,0.54,Child
612,3.19,Adult
82,0.4,Child
113,0.61,Child
328,1.73,Teen
263,1.23,Teen
125,0.65,Child
107,0.46,Child
315,1.56,Teen
299,1.36,Teen
298,1.53,Teen
77,0.35,Child
618,3.16,Adult
73,0.39,Child
517,2.57,Adult
459,2.3,Adult
570,2.8,Adult
89,0.42,Child
481,2.42,Adult
641,3.3,Adult
320,1.61,Teen
455,2.22,Adult
243,1.26,Teen
88,0.46,Child
260,1.33,Teen
327,1.71,Teen
558,2.88,Adult
112,0.62,Child
119,0.63,Child
510,2.45,Adult
281,1.54,Teen
90,0.43,Child
609,3.02,Adult
273,1.26,Teen
607,3.13,Adult
240,1.26,Teen
458,2.34,Adult
140,0.73,Child
112,0.64,Child
85,0.45,Child
308,1.47,Teen
90,0.48,Child
237,1.23,Teen
494,2.51,Adult
645,3.19,Adult
109,0.48,Child
294,1.38,Teen
80,0.38,Child
490,2.42,Adult
95,0.53,Child
571,2.94,Adult
541,2.69,Adult
642,3.25,Adult
250,1.31,Teen
127,0.65,Child
268,1.38,Teen
577,2.92,Adult
139,0.71,Child
85,0.47,Child
252,1.36,Teen
99,0.47,Child
561,2.68,Adult
246,1.28,Teen
135,0.61,Child
554,2.66,Adult
612,3.18,Adult
546,2.72,Adult
252,1.37,Teen
123,0.62,Child
309,1.63,Teen
460,2.36,Adult
71,0.35,Child
118,0.63,Child
489,2.55,Adult
231,1.1,Teen
100,0.49,Child
269,1.47,Teen
311,1.41,Teen
641,3.09,Adult
275,1.31,Teen
600,3.05,Adult
84,0.48,Child
572,2.79,Adult
324,1.73,Teen
310,1.43,Teen
86,0.42,Child
74,0.35,Child
255,1.34,Teen
238,1.21,Teen
532,2.62,Adult
278,1.46,Teen
585,2.98,Adult
106,0.53,Child
79,0.39,Child
531,2.73,Adult
306,1.47,Teen
99,0.49,Child
231,1.1,Teen
325,1.73,Teen
96,0.49,Child
111,0.63,Child
276,1.36,Teen
280,1.49,Teen
512,2.52,Adult
556,2.68,Adult
279,1.49,Teen
110,0.6,Child
114,0.51,Child
455,2.34,Adult
70,0.38,Child
70,0.37,Child
596,3.04,Adult
582,2.84,Adult
249,1.18,Teen
325,1.75,Teen
470,2.37,Adult
239,1.24,Teen
608,3.18,Adult
233,1.25,Teen
480,2.44,Adult
292,1.59,Teen
570,2.74,Adult
643,3.3,Adult
451,2.2,Adult
132,0.74,Child
624,3.09,Adult
286,1.48,Teen
238,1.1,Teen
521,2.54,Adult
311,1.47,Teen
93,0.49,Child
300,1.44,Teen
625,3.1,Adult
110,0.6,Child
85,0.46,Child
83,0.36,Child
543,2.67,Adult
264,1.23,Teen
121,0.52,Child
139,0.68,Child
128,0.56,Child
629,3.26,Adult
310,1.7,Teen
135,0.59,Child
488,2.43,Adult
648,3.26,Adult
129,0.7,Child
106,0.46,Child
231,1.1,Teen
642,3.07,Adult
135,0.64,Child
494,2.51,Adult
273,1.25,Teen
309,1.4,Teen
520,2.69,Adult
122,0.6,Child
320,1.58,Teen
604,2.91,Adult
108,0.57,Child
129,0.59,Child
610,2.96,Adult
113,0.51,Child
242,1.13,Teen
628,3.19,Adult
539,2.75,Adult
113,0.49,Child
580,2.89,Adult
593,3.03,Adult
107,0.52,Child
302,1.66,Teen
286,1.51,Teen
70,0.35,Child
88,0.44,Child
598,2.92,Adult
132,0.58,Child
597,2.87,Adult
314,1.71,Teen
134,0.73,Child
305,1.46,Teen
460,2.31,Adult
115,0.65,Child
82,0.36,Child
108,0.46,Child
305,1.57,Teen
570,2.73,Adult
278,1.33,Teen
272,1.45,Teen
80,0.38,Child
554,2.77,Adult
495,2.36,Adult
515,2.64,Adult
645,3.27,Adult
98,0.47,Child
105,0.47,Child
595,2.94,Adult
115,0.52,Child
239,1.3,Teen
540,2.83,Adult
231,1.1,Teen
624,3.2,Adult
92,0.5,Child
314,1.55,Teen
130,0.62,Child
137,0.7,Child
559,2.88,Adult
324,1.62,Teen
102,0.55,Child
603,3.11,Adult
138,0.59,Child
248,1.2,Teen
292,1.32,Teen
564,2.83,Adult
470,2.27,Adult
465,2.22,Adult
464,2.26,Adult
138,0.66,Child
115,0.65,Child
486,2.43,Adult
274,1.31,Teen
311,1.7,Teen
322,1.74,Teen
136,0.72,Child
564,2.93,Adult
609,3.06,Adult
253,1.19,Teen
609,3.16,Adult
286,1.34,Teen
79,0.35,Child
137,0.64,Child
531,2.54,Adult
87,0.48,Child
489,2.41,Adult
515,2.65,Adult
121,0.63,Child
133,0.64,Child
92,0.4,Child
97,0.43,Child
580,2.92,Adult
90,0.46,Child
621,3.14,Adult
488,2.34,Adult
324,1.49,Teen
105,0.46,Child
326,1.66,Teen
232,1.2,Teen
473,2.41,Adult
466,2.44,Adult
313,1.44,Teen
317,1.72,Teen
629,3.11,Adult
326,1.55,Teen
645,3.24,Adult
277,1.3,Teen
88,0.45,Child
536,2.67,Adult
130,0.63,Child
233,1.21,Teen
75,0.35,Child
595,2.91,Adult
463,2.23,Adult
262,1.42,Teen
615,3.1,Adult
329,1.75,Teen
123,0.61,Child
246,1.35,Teen
305,1.65,Teen
278,1.51,Teen
297,1.57,Teen
98,0.54,Child
466,2.43,Adult
584,2.96,Adult
253,1.16,Teen
643,3.3,Adult
124,0.61,Child
570,2.76,Adult
118,0.58,Child
72,0.37,Child
254,1.15,Teen
295,1.42,Teen
127,0.64,Child
311,1.46,Teen
266,1.41,Teen
78,0.38,Child
256,1.19,Teen
464,2.37,Adult
305,1.43,Teen
293,1.57,Teen
264,1.41,Teen
322,1.52,Teen
594,3.01,Adult
261,1.24,Teen
114,0.51,Child
280,1.43,Teen
234,1.22,Teen
535,2.61,Adult
120,0.54,Child
267,1.36,Teen
451,2.2,Adult
482,2.36,Adult
606,3.04,Adult
131,0.64,Child
453,2.2,Adult
531,2.72,Adult
108,0.61,Child
79,0.44,Child
95,0.41,Child
469,2.34,Adult
125,0.62,Child
545,2.84,Adult
120,0.69,Child
467,2.45,Adult
634,3.03,Adult
636,3.17,Adult
312,1.43,Teen
85,0.42,Child
120,0.69,Child
71,0.35,Child
282,1.48,Teen
84,0.46,Child
579,2.9,Adult
127,0.56,Child
257,1.37,Teen
318,1.61,Teen
516,2.56,Adult
252,1.19,Teen
460,2.34,Adult
545,2.85,Adult
234,1.1,Teen
523,2.71,Adult
101,0.58,Child
265,1.22,Teen
239,1.19,Teen
459,2.34,Adult
99,0.45,Child
111,0.6,Child
260,1.24,Teen
70,0.39,Child
95,0.41,Child
608,3.04,Adult
276,1.48,Teen
91,0.43,Child
274,1.44,Teen
322,1.46,Teen
465,2.33,Adult
294,1.58,Teen
305,1.42,Teen
93,0.52,Child
276,1.31,Teen
115,0.57,Child
280,1.26,Teen
275,1.36,Teen
234,1.16,Teen
510,2.64,Adult
104,0.57,Child
244,1.32,Teen
450,2.33,Adult
531,2.78,Adult
116,0.57,Child
85,0.44,Child
113,0.54,Child
131,0.61,Child
115,0.66,Child
119,0.56,Child
299,1.4,Teen
235,1.24,Teen
268,1.32,Teen
92,0.47,Child
518,2.6,Adult
117,0.54,Child
569,2.7,Adult
325,1.67,Teen
111,0.48,Child
473,2.34,Adult
116,0.67,Child
89,0.43,Child
282,1.32,Teen
478,2.42,Adult
641,3.08,Adult
255,1.21,Teen
606,2.93,Adult
264,1.23,Teen
132,0.67,Child
321,1.73,Teen
322,1.49,Teen
97,0.42,Child
93,0.44,Child
500,2.56,Adult
488,2.39,Adult
313,1.46,Teen
99,0.55,Child
640,3.3,Adult
71,0.35,Child
